topic;media;id_session;DOCID;Order;ABSTRACT;TITLE;AUTHORS;LABOS;FILE
Matériaux magnétiques et conducteurs;poster;SP-J1-C;30149;0;L'intégration hybride tridimensionnelle des systèmes de puissance passe par le développement d'une part, de nouvelles topologies de conversion de l'énergie et, d'autre part, de nouvelles briques technologiques permettant leur réalisation. Les structures entrelacées nécessitent des composants magnétiques de type ICT (pour Intercellular Current Transformer) qui peuvent avoir de géométries complexes. La démarche suivie dans les travaux présentés dans ce qui suit permet d'étudier l'impact de toutes les étapes du procédé depuis la synthèse des matériaux à la réalisation des composants sur les principales propriétés. Pour les géométries complexes nécessaires pour les ICT, deux voies sont proposées, la première consiste en l'usinage des pièces déjà frittés et la seconde en la réalisation de la géométrie avant le frittage. Une comparaison entre une ferrite « classique » et une obtenue par un procédé combinant un pressage et un usinage à « cru » montre que les caractéristiques magnétiques restent équivalentes, ouvrant la voie à la réalisation de géométries plus complexes.;Elaboration de ferrites Ni-Zn-Cu pour l'intégration en électronique de puissance;Le Trong Trung , Valdez-Nava Zarel , Lebey Thierry  (1), Mazaleyrat Frederic  (2);1 - Laboratoire LAPLACE (France), 2 - Laboratoire SATIE (France);http://sge2014.sciencesconf.org/30149/document
Matériaux magnétiques et conducteurs;poster;SP-J1-C;30205;0;Dans cet article, nous proposons une méthode d'analyse par éléments finis 3D, pour prédire le comportement électrique d'un conducteur (1+6). La performance d'un conducteur dépend de la nature du matériau, de son état métallurgique mais aussi de la résistance électrique des zones de contact inter-fils. Dans ce travail, une première analyse mécanique permet de reproduire le processus de câblage pour déterminer les déformations élasto-plastiques des fils, la forme et les forces de pressions dans les interfaces de contact. Une seconde analyse électrique est menée pour déterminer la résistance électrique du conducteur déformé. La résistance de contact tangentielle et radiale est alors prise en compte. ;Simulation électromécanique 3D d'un conducteur 1+6 avec prise en compte des résistances de contact inter-brins;Zeroukhi Youcef  (1), Napieralskajuszczak Ewa  (1), Morganti Fabrice  (1), Vega Guillaume , Komeza Kristof (1);1 - Laboratoire LS2E (France);http://sge2014.sciencesconf.org/30205/document
Matériaux magnétiques et conducteurs;poster;SP-J1-C;30310;0;L'étude expérimentale des pertes et du comportement des circuits magnétiques se heurte au caractère non linéaire de ces composants. Si des mesures petit signal restent adaptées à l'évaluation des pertes cuivre, dont les caractéristiques restent indépendantes du niveau de courant, le comportement des noyaux magnétiques en dépend fortement en plus des formes des courants et tensions appliqués. Souvent suspectées d'un manque de précision, les mesures temporelles présentent un grand intérêt lorsqu'il s'agit de caractériser des composants magnétiques fortement non linéaires. On montrera notamment que les performances des oscilloscopes actuels moyennant quelques précautions permettent de les utiliser même à des fréquences élevées. Une méthode originale de caractérisation en régime asymétrique sera notamment présentée et appliquée à des inductances saturables qui constituent le composant clé des alimentations à régulation magnétique.;Technique de mesure temporelle des pertes fer en régime symétrique et asymétrique : application à l'optimisation des régulateurs magnétiques;Schwander Denis  (1);1 - Centre National d'Etudes Spatiales (France);http://sge2014.sciencesconf.org/30310/document
Matériaux magnétiques et conducteurs;poster;SP-J1-C;30312;0;Une étude approfondie pour éviter les effets capacitifs inter-spires à haute fréquence au niveau de la bobine de H a été menée, ensuite une comparaison entre trois systèmes de mesures Epstein 700 spires, Epstein 200 spires et un perméamètre SST comme sys;Comparaison des systèmes de mesure et influence de la direction de laminage sur les pertes magnétiques et sur la courbe anhystérétique;Hamrit Oussama (1), Mazaleyrat Frederic  (1), Lobue Martino (1), De La Barriere Olivier (1), Lecrivain Michel (1);1 - Laboratoire SATIE (France);http://sge2014.sciencesconf.org/30312/document
Matériaux magnétiques et conducteurs;poster;SP-J1-C;32776;0;Les opérateurs fractionnaires sont particulièrement bien adaptés pour modéliser les pertes diélectriques des matériaux ferroélectriques. Là, où les opérateurs à dérivées entières sont toujours limités à des bandes passantes réduites, une approche à base d'opérateurs fractionnaires permet d'obtenir de bons résultats même pour des fréquences qui dépassent les fréquences classiques d'utilisation des systèmes piézoélectriques. Dans cet article est démontrée la relation entre la modélisation à base d'opérateurs fractionnaires de l'hystérésis dynamique, à fort champ, et pour des fréquences relativement basses, et la modélisation de la permittivité diélectrique complexe de Cole-Cole bas niveau, haute fréquence. Dans les deux cas de figure, des comparaisons entre simulation et expérience ont été effectuées, les mêmes matériaux et les mêmes paramètres de simulation ont été utilisés, une très bonne corrélation entre résultats prédits et mesurés a été obtenue. On peut donc attribuer la même origine physique aux pertes diélectriques dynamiques modélisées (la relaxation diélectrique). D'un point de vue application, ces bons résultats de simulation obtenus pour des comportements distincts présentent des avantages. Ils permettent en effet de limiter la caractérisation d'une céramique à son comportement bas niveau (à l'impédance-mètre), caractérisation relativement simple à obtenir. Puis par la suite, en simulation, prévoir le comportement sous contrainte d'amplitude supérieure lorsque celui-ci est requit. Finalement, il confirme les bons comportements des opérateurs fractionnaires et surtout leur universalité quant à la modélisation des matériaux hystérétiques sous contrainte dynamique.;Relation entre les opérateurs fractionnaires pour la modélisation de la polarisation diélectrique dynamique champ fort et de la permittivité diélectrique complexe;Ducharne Benjamin  (1), Zhang Bin  (1), Sebal Gael  (1), Guyomar Daniel  (1);1 - Laboratoire LGEF (France);http://sge2014.sciencesconf.org/32776/document
Méthodes et méthodologies en GE;poster;SP-J3-C;28877;0;Afin d'évaluer précisément et avec une grande flexibilité l'impact du point de fonctionnement et de la température sur les performances en commutation des composants grand gap (CGG), nous proposons une méthode spécifique de caractérisation basée sur l'architecture d'un hacheur série fonctionnant en mode pulsé. Une simulation électrothermique montre que le stress thermique dû à cette méthode est considérablement réduit comparé à la méthode du double pulse, permettant ainsi une caractérisation dynamique large signal sans nécessité de mise en boîtier avec échange thermique spécifique. Un JFET SiC a été caractérisé en dynamique sur plusieurs points de fonctionnements jusqu'à 250V/20A et sous un flux d'air de 350°C avec une seule inductance de charge. À partir de ces résultats nous proposons une méthode d'adaptation de la commande des CGG à leur environnement. Un driver fabriqué en technologie AMS 0.35µm permet ainsi d'étendre la plage de fonctionnement d'un CGG en limitant sa vitesse de commutation dans les cas extrêmes en adaptant sa résistance de grille de commande de 0.7 à 12.5ohms.;Méthodes spécifiques de caractérisation et de commande de composants grand gap en environnement variable;Grezaud Romain  (1) (2), Ayel François  (1), Rouger Nicolas  (3) (2), Crebier Jean-Christophe  (3) (2);1 - Laboratoire LGECA (France), 2 - Université Grenoble Alpes (France), 3 - Laboratoire G2ELab (France);http://sge2014.sciencesconf.org/28877/document
Méthodes et méthodologies en GE;poster;SP-J3-C;28881;0;Dans des géométries cylindriques, nous étudions numériquement l'induction et l'ampli?cation d'un champ magnétique en présence d'un écoulement de ?uide conducteur (appelée effet dynamo). Nous présentons un code dénommé DOLMEN basé sur la méthode des éléments ?nis de Whitney, capable de simuler l'équation de l'induction magnétique dans des géométries complexes. Nous exposons dans cet article des cas de validation en étudiant les courants de Foucault induits dans des cylindres (périodique ou ?ni) et un cas d'effet dynamo en relation avec l'expérience von Kármán Sodium (VKS) qui a récemment mis en évidence un champ magnétique stationnaire ou intermittent [1].;Approche basée sur la méthode des éléments finis de Whitney : induction et effet dynamo dans une configuration de type von Kármán;Zaidi Houda (1) (2), Nore Caroline (2), Bossavit Alain (1), Bouillault Frédéric (1), Guermond Jean-Luc  (2) (3);1 - Laboratoire LGEP (France),2 - Laboratoire LIMSI (France), 3 - Department of Mathematics, Texas A&M University (USA);http://sge2014.sciencesconf.org/28881/document
Méthodes et méthodologies en GE;poster;SP-J3-C;28914;0;Cet article propose d'évaluer la précision des corrélations analytiques classiques de convection naturelle vers l'extérieur d'une machine totalement fermée et non ventilée en comparant les flux sortants par rapport aux pertes internes totales mesurées. En décomposant la machine en des géométries connues (cylindre, plaque,...), des corrélations analytiques et empiriques sont appliquées pour l'évaluation des coefficients de transfert thermique par convection naturelle. L'estimation des flux externes sortants de la machine est établie par rapport aux températures expérimentales et les coefficients de convection calculés analytiquement. Cet article montre alors, en se basant sur une étude expérimentale, les limites du calcul analytique des coefficients de convection.;Détermination expérimentale des coefficients d'échange thermique en mode de convection naturelle - Application à une machine électrique intégrée dans son environnement;Assaad Bassel  (1) (2), Friedrich Guy  (2), El Kadri Benkara Khadija  (2), Vivier Stephane  (2), Khlissa Radhouane  (2), Michon Antoine  (1);Laboratoire d'Electromécanique de Compiègne;http://sge2014.sciencesconf.org/28914/document
Méthodes et méthodologies en GE;poster;SP-J3-C;30046;0;Ce travail porte sur les pertes par courants induits, dues à l'encochage du stator, dans la frette d'une machine synchrone rapide à aimants montés en surface: 60 kW, 10000 tr/min, dédiée à une application aéronautique embarquée. Il y a deux grandes familles de frette qui sont utilisées afin d'augmenter la tenue mécanique des aimants à hautes vitesses. Les frettes composites (p.e. fibre de carbone, fibre de verre) et les frettes métalliques amagnétiques (p.e. Inconel718, titane). L'avantage des frettes composites est leur conductivité électrique quasi nulle, qui limite les pertes. Dans cet article nous présentons une estimation des pertes par éléments finis 2D (Ansys Maxwell) et aussi par mesures expérimentales. En premier lieu le frettage est fait avec l'Inconel718 et en second lieu avec la fibre de carbone. Nous avons constaté, à partir des résultats du modèle éléments finis, que l'utilisation d'une frette composite réduit les pertes d'à peu près 370 W. Sur le banc d'essai nous mesurons une réduction de 330 W. Les pertes dans les aimants de la machine sont estimées à 60 W.;Etude des pertes par courants induits dans les deux frettes, une composite et une à base d'alliage métallique, d'une machine synchrone rapide à aimants permanents;Boubaker Nadhem  (1), Matt Daniel  (1), Enrici Philippe  (1), Nierlich Florent  (2), Durand Guillaume  (2), Orlandini Fabien  (3), Longere Xavier  (3);1 - Institut d'Electronique du Sud IES (France), 2 - SAFRAN Messier-Bugatti-Dowty (France), 3 - SAFRAN Technofan (France);http://sge2014.sciencesconf.org/30046/document
Méthodes et méthodologies en GE;poster;SP-J3-C;30113;0;Les procédés de fabrication induisent des disparités sur les dimensions des machines électriques. Pour quantifier l'impact de ces disparités, qui sont souvent mal connues, sur les performances des machines, une approche probabiliste peut être utilisée. Dans cette approche, il est nécessaire de disposer d'un modèle paramétrique permettant de simuler différentes configurations de la géométrie. Dans ce papier, la méthode de transformation utilisée pour établir un modèle paramétrique est présentée puis appliquée dans le cas d'une machine électrique dont les dimensions sont aléatoires.;Application de la méthode de transformation pour étudier l'impact des incertitudes géométriques sur les performances d'une machine électrique;Mac Duy Hung  (1), Clenet Stéphane (1), Mipo Jean-Claude (2);1 - Laboratoire L2EP (France), 2 - Valeo S.E. Créteil (France);http://sge2014.sciencesconf.org/30113/document
Méthodes et méthodologies en GE;poster;SP-J3-C;30145;0;The lumped-parameter nonlinear abc-model using N-dimensional lookup tables can naturally include geometry- and saturation-induced space harmonics. It is as accurate as the finite element model while providing a significant speedup. We validate here this model for permanent magnet synchronous machines by extensive comparison with the circuit-coupled finite element model. Three different types of machines (interior permanent magnet machine, surface mounted permanent magnet machine, flux switching permanent magnet machine) are considered, in both steady and transient state, for balanced and unbalanced operation.;abc-Modeling of Permanent Magnet Machines using N-D Lookup Tables: a Finite Element Validation;Queval Loic  (1), Ohsaki Hiroyuki  (2);1 - Lab for Electrical Machines, University of Applied Sciences, Düsseldorf, Germany (Allemagne), 2 - Department of Advanced Energy, Graduate School of Frontier Sciences, The University of Tokyo, Japan (Japon);http://sge2014.sciencesconf.org/30145/document
Méthodes et méthodologies en GE;poster;SP-J3-C;30152;0;La pré-détermination des valeurs de pertes et d'inductances est nécessaire à l'élaboration de composants magnétiques performants pour l'électronique de puissance. Leurs caractéristiques propres, variant en fonction de la fréquence, doivent être déterminées de manière précise sur une large gamme de fréquences, idéalement jusqu'à 30MHz pour tenir compte des aspects CEM. Dans la littérature, des simulations éléments finis 2D sont largement utilisées pour ce type de calcul. Ces modélisations servent généralement de référence pour le développement de modèles analytiques, notamment pour le cas spécifique des pertes cuivre. L'étude en 3D de ce type de composant est encore très peu développée car elle engendre des problèmes de modélisation, de ressources informatiques et de temps de calcul. Dans cet article la comparaison en termes de performances et de précisions pour des modèles d'inductances planar en 2D et en 3D est présentée. Les résultats obtenus sont comparés à des mesures d'impédances sur des prototypes.;Modélisation 3D d'inductances planar pour l'électronique de puissance;Taylor Laurent  (1), Margueron Xavier  (1), Le Menach Yvonnick  (1), Le Moigne Philippe  (1);1 - Laboratoire L2EP (France);http://sge2014.sciencesconf.org/30152/document
Méthodes et méthodologies en GE;poster;SP-J3-C;30203;0;Dans cet article nous présenterons une méthodologie d'optimisation sur cycle d'une machine synchrone à aimants permanents associée à un éventuel réducteur de vitesse par une approche purement analytique. On s'intéressera en particulier aux applications à hautes vitesses de rotation et on cherchera à minimiser le volume et les pertes sur le cycle. On montrera, qu'à partir des profils de couple et de vitesse, il est possible d'exprimer le résultat sous forme analytique. Cette approche, hormis un temps de calcul réduit, permet d'établir des lois générales de dimensionnement permettant de choisir objectivement les matériaux, la fréquence de conversion, le rapport de réduction, etc... En guise d'illustration, nous appliquerons la méthodologie au dimensionnement d'un système de stockage électromécanique d'énergie longue durée.;Méthodologie de dimensionnement sur cycle d'une machine synchrone rapide à aimants permanents - Application au stockage inertiel longue durée;Bernard Nicolas  (1), Olivier Jean-Christophe (1);1 - Laboratoire IREENA (France);http://sge2014.sciencesconf.org/30203/document
Systèmes de stockage/Piles à combustible;poster;SP-J3-D;30101;0;Le but de ce travail est de donner la répartition des concentrations de gaz dans une pile à combustible à membrane échangeuse de proton en temps réel pour faire du diagnostic en ligne. Comme ce modèle doit donner des résultats sur plusieurs dimensions et que les phénomènes se modélisent bien avec des équations aux dérivées partielles, la méthode utilisée pour le calcul sera une méthode de discrétisation. Enfin, le modèle doit être conçu de manière à nécessiter peu de calculs afin de rendre son utilisation en temps réel possible.;Modélisation et émulation 3D orienté temps réel de la diffusion de réactifs dans une pile à combustible à membrane échangeuse de protons;Massonnat Pierre  (1), Gao Fei (1), Paire Damien (1), Bouquain David (1), Miraoui Abdellatif (1);1 - Institut de Recherche sur les Transports, l’Energie et la Société (France);http://sge2014.sciencesconf.org/30101/document
Systèmes de stockage/Piles à combustible;poster;SP-J3-D;30123;0;In recent years, the fault diagnosis in Proton Exchange Membrane Fuel cell (PEMFC) becomes challenging issues in order to increase performance of the Fuel cell electric vehicle (FCEV). In fact, the occurrence of faults on different operation conditions into the FC unavoidable thus, lead-up to malfunctions in the FCEV and consequently, reduces its detect faults based on operating condition in different points is one of the most tackle in this area. Therefore, the main purpose of this paper is to evaluate the fault's effect on stack PEM fuel cell on a based on diving cycle tests by using a proposed faults sensitive model.;3D Sensitive Modeling of PEM FC for Automotive Applications;Mohammadi Ali  (1), Djerdir Abdesslem (1), Bouquain David (1), Khaburi Davood (1);1 - Institut de Recherche sur les Transports, l'Energie et la Société (France);http://sge2014.sciencesconf.org/30123/document
Systèmes de stockage/Piles à combustible;poster;SP-J3-D;30167;0;L'objectif de cet article est de présenter une méthodologie pour le calcul du taux de vieillissement d'une batterie de stockage insérée dans un système hybride multi-sources. La démarche consiste dans un premier temps à connaître les sollicitations de la batterie durant une année connaissant à chaque instant son état de charge (SOC). Cette courbe est obtenue à partir d'un simulateur dynamique prenant en compte les intermittences des sources et de la charge. La deuxième étape concerne la détermination du nombre de cycle et de la profondeur de décharge de chacun à partir du SOC. Enfin, à partir de la caractéristique de durée de vie de la batterie donnée par le fabricant (nombre de cycle en fonction de la profondeur de décharge (DOD)) le taux de vieillissement de la batterie pour une année de fonctionnement est déterminé. ;Etude du vieillissement d'un banc de stockage plomb-acide dans un système hybride multi-sources;LAYADI Toufik Madani (1), CHAMPENOIS Gérard (2), MOSTEFAI Mohammed (3), ABBES Dhaker (4);1 - Université Mohamed El Bachir El Ibrahimi BBA (Algérie), 2- Laboratoire LIAS (France), 3 - Université Sétif 1 (Algérie), 4 - Laboratoire L2EP (France);http://sge2014.sciencesconf.org/30167/document
Systèmes de stockage/Piles à combustible;poster;SP-J3-D;30712;0;"Cet article présente quelques exemples illustrant les possibilités offertes, en termes de compréhension, d'analyse ""systèmes"" et de conception, par notre modèle mathématique de la batterie lithium-ion. Ce modèle, basé sur les travaux de Newman, est fondamentalement régi par les équations locales décrivant le transport des espèces et des charges dans les électrodes et l'électrolyte. Il inclut une représentation de la couche double électrique et des couches de passivation. Nous l'avons implanté dans un logiciel standard de génie électrique, en recourant à une formulation analogique des équations locales de transport et de conservation. L'article en rappelle le principe, puis propose quelques exemples d'utilisation, relatif au dépôt de lithium et à la charge rapide, à l'analyse harmonique très utilisée pour le diagnostic, et à la SEI.";Modèle multiphysique de batterie lithium-ion implanté dans un logiciel de simulation des systèmes électriques;Raël Stéphane  (1), Urbain Matthieu  (1), Renaudineau Hugues  (1);1 - Laboratoire GREEN (France);http://sge2014.sciencesconf.org/30712/document
Systèmes d'énergie/Transport;poster;SP-J2-D;28258;0;Pour réaliser un véhicule électrique à faible consommation d'énergie, un compromis difficile doit être trouvé entre le poids, la puissance, l'autonomie et le prix. Ces véhicules ont pu être réalisés grâce aux nouveaux matériaux composites et aux nouvelles batteries li-po. Mais, pour augmenter la durée de vie des batteries qui peut représenter 35% du prix du véhicule électrique, ce document démontre les avantages d'une commande à puissance constante pour le moteur, par rapport à une commande à couple constant. Cet article exposera une gestion et l'utilisation de super condensateurs pour diminuer la sollicitation du taux de décharge de la batterie sur un véhicule. Enfin, une comparaison du prix de l'énergie entre différents types de cycles motorisés électriques (vélo droit, tricycle caréné, Twizy) sera présentée en synthèse en fonction de la masse et de son aérodynamisme. Cette comparaison permet de dimensionner l'accumulateur et de déterminer l'autonomie du véhicule.;Gestion et dimensionnement de l'énergie embarquée pour un véhicule électrique à faible consommation : eco marathon;Sivert Arnaud  (1), Franck Betin  (1), Sebastien Carriere (1);1 - Laboratoire des technologies innovantes LTI (France);http://sge2014.sciencesconf.org/28258/document
Systèmes d'énergie/Transport;poster;SP-J2-D;28823;0;Le présent sujet étudie la faisabilité électromécanique et technico-industrielle d'une nouvelle conception de machine à flux axial dans le but de pouvoir se positionner sur le marché fort concurrentiel de la traction automobile légère. L'originalité de cette nouvelle motorisation est due à la conception de son stator en « U » et de son rotor à aimants étagés ainsi que de sa connectique d'alimentation des différents bobineaux. Afin de démontrer ses performances électromécaniques, cette nouvelle machine à flux axial est comparée à une motorisation synchrone classique à aimants permanents montés en surface faisant office de référence, ayant le même diamètre extérieur et la même polarité rotorique. La modélisation électromagnétique de chaque machine est réalisée grâce à un modèle numérique par éléments finis en 3D et optimisée par logiciel utilisant les plans d'expériences. Un comparatif détaillé des résultats est présenté. Ce dernier permet de conclure que la motorisation à flux axial nouvellement conçue augure des perspectives industrielles fort intéressantes. Mots-clés ? Machine synchrone à flux radial, Machine synchrone à flux axial, modélisation par éléments finis 3D, optimisation par plans d'expériences.;Modélisation magnétique de moteurs à aimants permanents à flux radial et flux axial de puissance inférieure à 15kW pour la traction automobile urbaine et extra-urbaine. Spécifications et comparatifs.;Mignot Romain  (1), Espanet Christophe  (1), Chamagne Didier  (1), Dubas Frédéric  (1);1 - FEMTO-ST (France);http://sge2014.sciencesconf.org/28823/document
Systèmes d'énergie/Transport;poster;SP-J2-D;30009;0;Le dimensionnement de systèmes multi physique complexes peut s'appuyer sur des techniques d'optimisations stochastiques. Cependant, pour une utilisation courante industrielle, celles-ci requièrent des modèles rapides à simuler et d'une précision suffisante. À cette fin, nous présentons ici une démarche de modélisation basée sur l'utilisation d'un logiciel SPICE. Nous appliquons cette démarche à la représentation électrothermique d'un actionneur évolué (ou smart actuator) destiné à l'automobile, et nous concluons sur l'intérêt de notre approche dans l'optique d'un dimensionnement par algorithmes stochastiques.;Modélisation électrothermique d'un actionneur évolué pour l'automobile;Robert Florent  (1) (2) (3), Vinci Filipe  (1), Vidal Pierre  (3), Dessante Philippe  (3);1 - THALES Chair on Advanced Analog Design - Supélec (France), 2 - EFi Automotive - Service Recherche Avancée (France), 3 - Dpt. Energie, SUPELEC-Campus Gif (France);http://sge2014.sciencesconf.org/30009/document
Systèmes d'énergie/Transport;poster;SP-J2-D;30115;0;L'électrification des véhicules militaires s'accroît fortement depuis une quinzaine d'années. Dans ce contexte d'électrification croissante et de multiplication des consommateurs électriques, une problématique d'optimisation globale des sources d'énergie embarquées mérite d'être soulevée. Les travaux ont pour objectif de développer une méthode de dimensionnement adapté des sources d'énergie des véhicules de combat terrestres à partir de leurs profils d'emploi. La méthode retenue utilise le principe d'un processus de Markov pour modéliser les missions et l'adapte aux spécificités des missions militaires. Ces travaux démontrent ainsi l'intérêt de définir et d'exploiter de nouveaux critères de dimensionnement, différents de ceux classiquement utilisés dans les applications civiles.;Dimensionnement des organes de stockage électriques pour véhicules blindés terrestres à partir de leurs profils de mission;Dreulle Dominique  (1) (2);1 - DGA - Technique Terrestre (France), 2 - Laboratoire IREENA (France);http://sge2014.sciencesconf.org/30115/document
Systèmes d'énergie/Transport;poster;SP-J2-D;30119;0;L'un des principaux verrous technologiques dans le domaine des véhicules propres est lié à la source de stockage de l'énergie électrique. C'est dans ce contexte que les constructeurs se mobilisent pour améliorer les technologies de batteries et pour prédire précisément leurs comportements. Le travail proposé ici traite de la modélisation de sources de stockage hybrides composées d'une association batterie lithium-ion et supercondensateurs. L'objectif est de permettre la prise en compte du vieillissement des composants de ce système. Le développement d'un modèle incluant les aspect électrique et thermique permet d'évaluer la dégradation progressive des performances des sources du système. Les résultats de simulation montrent les performances du modèle actif pour une source hybride et confirment la faisabilité de notre démarche. L'outil ainsi développé est destiné à comparer les méthodes de gestion des sources dans un système de stockage hybride mais également à en développer de nouvelles en intégrant le paramètre de durée de vie pour la conception de ces systèmes.;Pris en compte du vieillissement pour la modélisation d'une source hybride Batterie/ Supercondensateur;Mesbahi Tedjani  (1), Rizoug Nassim  (1), Bartholomeus Patrick  (2), Le Moigne Philippe  (2);1 - Centre de Recherche et d'Ingénierie de l'ESTACA (France), 2 - Ecole Centrale de Lille (France);http://sge2014.sciencesconf.org/30119/document
Systèmes Energies Renouvelables/Réseau;poster;SP-J2-E;29959;0;En raison de la prévisibilité des courants marins, les hydroliennes apparaissent a priori comme très attractives en tant que source d'électricité future pour les zones côtières isolées et les îles éloignées situées à proximité de sites à forts courants comme les îles du Ponant au large du Finistère. Cependant la puissance produite par une hydrolienne varie considérablement avec la vitesse des courants marins pendant une journée. Cet article propose d'utiliser une batterie à circulation ou « flow battery » pour faciliter la gestion quotidienne de la puissance d'une hydrolienne et permettre de fournir ainsi une puissance demandée par les utilisateurs d'un réseau électrique isolé. Un générateur diesel de faible puissance est également intégré pour charger la batterie lorsque l'état de charge de la batterie est très bas et que le courant marin est insuffisant pour assurer l'alimentation du réseau et la recharge de la batterie. L'originalité du travail proposé repose ainsi sur l'étude de l'hybridation d'une hydrolienne associée à une batterie à circulation et à un générateur diesel.;Intégration d'une batterie à circulation pour lisser la puissance quotidienne fournie par une hydrolienne sur un réseau îloté;Zhou Zhibin  (1) (2), Scuiller Franck (1), Charpentier Jean-Frédéric (1), Benbouzid Mohamed (2);1 - Laboratoire LBMS (France), 2 - Institut de Recherche de l'Ecole Navale (France);http://sge2014.sciencesconf.org/29959/document
Systèmes Energies Renouvelables/Réseau;poster;SP-J2-E;29986;0;Le concept de l'intégration des ressources énergétiques distribuées (DER) et de systèmes de stockage d'énergie (ESS) dans un micro-réseau moderne (MG) sera considéré comme la préoccupation principale dans un avenir proche. Le micro-réseau peut fonctionner en mode connecté au réseau principal, ou en mode isolé. Le fonctionnement simultané du micro-réseau, du réseau principal et de la charge dont les besoins sont variables, est contrôlé en utilisant le système de gestion d'énergie (EMS). Le rôle principal du système de gestion est de déterminer de manière autonome, heure par heure, la quantité d'énergie optimale qui sera fournie par le micro-réseau et le réseau principal pour satisfaire la demande en termes de besoins énergétique de la charge. Ce papier est axé sur l'élaboration d'un modèle EMS en mesure de déterminer les stratégies optimales de fonctionnement pour minimiser les coûts de l'énergie, permettre la réduction des émissions polluantes et une meilleure utilisation des ressources en énergie renouvelables telles que le vent et l'énergie solaire. Le modèle d'optimisation proposé pour le MG-EMS est formulé en utilisant les algorithmes génétiques.;Gestion de l'énergie et optimisation du système multisources basée sur l'algorithme génétique;Elsied Moataz  (1), Oukaour Amrane  (1), Gualous Hamid  (1), Hassan Radwan  (2);1 - Laboratoire LUSAC (France), 2 - Faculty of Enginnering (Égypte);http://sge2014.sciencesconf.org/29986/document
Systèmes Energies Renouvelables/Réseau;poster;SP-J2-E;30017;0;L'utilisation d'éoliennes à vitesse fixe dans un réseau électrique entraîne des problèmes de fluctuations de puissance lors de variations de la vitesse du vent à travers le couple. Les perturbations affectent la qualité de la puissance active et la puissance réactive du réseau. Le principe du système proposé dans cet article concerne l'association d'une éolienne et d'un STATCOM avec un supercondensateur sur le bus continu. L'objectif est de filtrer les variations de la puissance active et de compenser de puissance réactive nécessaire à la magnétisation de la génératrice asynchrone. La stratégie de contrôle du STATCOM est basée sur une commande par retour d'état qui utilise la technique des LMIs (Linear Matrix Inequalities) pour la synthèse des régulateurs des différentes boucles. Ces régulateurs prennent en compte la variation de la tension du bus continu. Le système a été simulé avec le logiciel Matlab/Simulink. Les résultats de simulation sont présentés et commentés. ;Amélioration de la qualité de l'énergie d'une éolienne à vitesse fixe en utilisant un STATCOM associé à des supercondensateurs;Bensmaine Fayçal  (1) (2), Tnani Slim (1), Champenois Gérard (1), Bachelier Olivier (1), Mouni Emile (2);1 - Laboratoire LIAS (France), 2 - Leroy-Somer (France);http://sge2014.sciencesconf.org/30017/document
Systèmes Energies Renouvelables/Réseau;poster;SP-J2-E;30018;0;Cet article propose une méthodologie de supervision temps réel permettant de maximiser les services rendus et de contribuer à la rentabilité d'un stockage CAES adiabatique. Un superviseur temps réel multi-objectifs basé sur la logique floue est développé pour maximiser le gain économique du stockage en prenant en compte l'action achat/vente et les services (obligatoires et supplémentaires) du stockage comme le réglage de fréquence, la gestion des congestions et la garantie de la production renouvelable. Le superviseur proposé est testé sur un réseau de test IEEE 14 n?uds. Les résultats de simulation montrent un gain économique du stockage significativement plus intéressant s'il participe aux services système et à des services supplémentaires nécessitant une gestion temps réel.;Gestion et valorisation d'un stockage à air comprimé adiabatique intégré dans un réseau électrique;Do Minh Thang (1) (2), Asma Merdassi (1) (2), Robyns Benoit (1) (2);1 - Laboratoire L2EP (France), 2 - Ecole des Hautes Etudes d’Ingénieur de Lille (France);http://sge2014.sciencesconf.org/30018/document
Systèmes Energies Renouvelables/Réseau;poster;SP-J2-E;30058;0;L'algorithme proposé présente un classificateur des neuf types de creux de tension selon la classification initiale de M. BOLLEN. Il utilise comme base la méthode des six tensions qui donne une première étape de classification, selon que le creux est monophasé, biphasé ou triphasé, par analyse des tensions simples et composées normalisées. On associe ensuite l'analyse des composantes symétriques des tensions et le calcul des déphasages pour les creux biphasés et la comparaison des modules des tensions en présence. Ce nouvel algorithme complète ainsi la classification obtenue par les deux algorithmes de base en intégrant les deux types de creux de tension avec surtension. Il est implémenté dans l'environnement MATLAB/SIMULINK dans une portion de réseau de distribution comme capteur identificateur des creux de tension dans un contexte de monitoring.;Algorithme de classification exhaustive des creux de tension : Association des méthodes des six tensions et des composantes symétriques;Eke Samuel  (1), Moukengue Imano Adolphe  (1);1 - Laboratoire d'Electronique, Electrotechnique, Automatique et de Télécommunications, Université de Douala, Cameroun (Cameroun);http://sge2014.sciencesconf.org/30058/document
